timestamp,target,current,pwm
1770675070.885359,0,0,0
1770675070.8933983,0,0,0
1770675071.1374857,0,0,0
1770675071.1376348,0,0,0
1770675071.1377585,0,0,0
1770675071.1378784,0,0,0
1770675071.1379979,0,0,0
1770675071.1381166,0,0,0
1770675071.138235,0,0,0
1770675071.1383533,0,0,0
1770675071.1384706,0,0,0
1770675071.138609,0,0,0
1770675071.1387253,0,0,0
1770675071.138844,0,0,0
1770675071.138962,0,0,0
1770675071.1390896,0,0,0
1770675071.1392093,0,0,0
1770675071.139328,0,0,0
1770675071.139445,0,0,0
1770675071.1395621,0,0,0
1770675071.1396816,0,0,0
1770675071.139799,0,0,0
1770675071.1399179,0,0,0
1770675071.140036,0,0,0
1770675071.1401541,0,0,0
1770675071.1402717,0,0,0
1770675071.192106,0,0,0
1770675071.1922524,0,0,0
1770675071.1923735,0,0,0
1770675071.192495,0,0,0
1770675071.192616,0,0,0
1770675071.1978204,0,0,0
1770675071.2045908,0,0,0
1770675071.2174406,0,0,0
1770675071.225021,0,0,0
1770675071.2375917,0,0,0
1770675071.2974281,0,0,0
1770675071.297575,0,0,0
1770675071.297697,0,0,0
1770675071.297818,0,0,0
1770675071.2979615,0,0,0
1770675071.298079,0,0,0
1770675071.3487635,0,0,0
1770675071.3489068,0,0,0
1770675071.3490317,0,0,0
1770675071.3491511,0,0,0
1770675071.34927,0,0,0
1770675071.4113858,0,0,0
1770675071.4115336,0,0,0
1770675071.4116557,0,0,0
1770675071.4117763,0,0,0
1770675071.4118972,0,0,0
1770675071.4120202,0,0,0
1770675071.4664478,0,0,0
1770675071.4666777,0,0,0
1770675071.4668024,0,0,0
1770675071.4669254,0,0,0
1770675071.46705,0,0,0
1770675071.4671726,0,0,0
1770675071.5264769,0,0,0
1770675071.5266228,0,0,0
1770675071.5267441,0,0,0
1770675071.5268643,0,0,0
1770675071.5269835,0,0,0
1770675071.5271027,0,0,0
1770675071.5872102,0,0,0
1770675071.5873559,0,0,0
1770675071.5874805,0,0,0
1770675071.5876021,0,0,0
1770675071.5877228,0,0,0
1770675071.5878422,0,0,0
1770675071.6489244,0,0,0
1770675071.649066,0,0,0
1770675071.6491876,0,0,0
1770675071.6493075,0,0,0
1770675071.6494255,0,0,0
1770675071.649542,0,0,0
1770675071.7118893,0,0,0
1770675071.7120457,0,0,0
1770675071.7121682,0,0,0
1770675071.7122862,0,0,0
1770675071.7124069,0,0,0
1770675071.7125266,0,0,0
1770675071.7743547,0,0,0
1770675071.774511,0,0,0
1770675071.7746847,0,0,0
1770675071.7748084,0,0,0
1770675071.774936,0,0,0
1770675071.7750552,0,0,0
1770675071.7782068,0,0,0
1770675071.838543,0,0,0
1770675071.838718,0,0,0
1770675071.8388472,0,0,0
1770675071.838973,0,0,0
1770675071.8390973,0,0,0
1770675071.8392184,0,0,0
1770675071.890112,0,0,0
1770675071.8902488,0,0,0
1770675071.890369,0,0,0
1770675071.890532,0,0,0
1770675071.8906474,0,0,0
1770675071.9365609,0,0,0
1770675071.9366937,0,0,0
1770675071.9368129,0,0,0
